Ссылка на сайт поставщика/вендора,Ситилинк - Полное Наименование,PartNumber/Артикул Производителя,Бренд,Группа товаров,Модель,Код Товара
https://www.samsung.com/ru/tvs/uhd-4k-tv/au7000-uhd-4k-smart-tv-2021-65-inch-ue65au7500uxru/,"75"" Телевизор Samsung UE75AU7500UXCE, 4K Ultra HD, черный, СМАРТ ТВ, Tizen OS",UE75AU7500UXCE,SAMSUNG,Телевизоры и плазменные панели,UE75AU7500UXCE,1784177
https://www.samsung.com/kz_ru/tvs/uhd-4k-tv/au9000-crystal-75-inch-ue75au9000uxce/,"75"" Телевизор Samsung UE75AU9000UXCE, Crystal UHD, 4K Ultra HD, черный, СМАРТ ТВ, Tizen OS",UE75AU9000UXCE,SAMSUNG,Телевизоры и плазменные панели,UE75AU9000UXCE,1784190
https://online-samsung.ru/product/ue85au7100uxru/spec/,"85"" Телевизор Samsung UE85AU7100UXCE, 4K Ultra HD, черный, СМАРТ ТВ, Tizen OS",UE85AU7100UXCE,SAMSUNG,Телевизоры и плазменные панели,UE85AU7100UXCE,1784195
http://www.bbk.ru/production/tv_video/led_tv/24lex-7287_ts2c/,"24"" Телевизор BBK 24LEX-7287/TS2C, HD, черный, СМАРТ ТВ, YaOS",24LEX-7287/TS2C (B),BBK,Телевизоры и плазменные панели,24LEX-7287/TS2C,1784762
https://www.tcl.com/global/en/tvs/c635,"50"" Телевизор TCL 50C635, QLED, 4K Ultra HD, черный, СМАРТ ТВ, Google TV",50C635,TCL,Телевизоры и плазменные панели,50C635,1787262
https://www.tcl.com/global/en/tvs/c635,"55"" Телевизор TCL 55C635, QLED, 4K Ultra HD, черный, СМАРТ ТВ, Google TV",55C635,TCL,Телевизоры и плазменные панели,55C635,1787452
https://www.tcl.com/global/en/tvs/c635,"65"" Телевизор TCL 65C635, QLED, 4K Ultra HD, черный, СМАРТ ТВ, Google TV",65C635,TCL,Телевизоры и плазменные панели,65C635,1787599
https://www.lg.com/ru/televisions/lg-43up76006lc#,"43"" Телевизор LG 43UP76006LC.ADGG, 4K Ultra HD, черный, СМАРТ ТВ, WebOS",43UP76006LC.ADGG,LG,Телевизоры и плазменные панели,43UP76006LC.ADGG,1790049
https://www.lg.com/uk/tvs/lg-43up76906le#none,"43"" Телевизор LG 43UP76906LE.ADGG, 4K Ultra HD, белый, СМАРТ ТВ, WebOS",43UP76906LE.ADGG,LG,Телевизоры и плазменные панели,43UP76906LE.ADGG,1790059
https://www.lg.com/ru/televisions/lg-43up77006lb,"43"" Телевизор LG 43UP77006LB.ADGG, 4K Ultra HD, титан, СМАРТ ТВ, WebOS",43UP77006LB.ADGG,LG,Телевизоры и плазменные панели,43UP77006LB.ADGG,1790060
https://www.lg.com/ru/televisions/lg-50nano766pa,"50"" Телевизор LG 50NANO766PA.ADGG, NanoCell, 4K Ultra HD, синяя сажа, СМАРТ ТВ, WebOS",50NANO766PA.ADGG,LG,Телевизоры и плазменные панели,50NANO766PA.ADGG,1790061
https://www.lg.com/ru/televisions/lg-50up76006lc,"50"" Телевизор LG 50UP76006LC.ADGG, 4K Ultra HD, черный, СМАРТ ТВ, WebOS",50UP76006LC.ADGG,LG,Телевизоры и плазменные панели,50UP76006LC.ADGG,1790062
https://www.lg.com/ru/televisions/lg-50up77006lb,"50"" Телевизор LG 50UP77006LB.ADGG, 4K Ultra HD, титан, СМАРТ ТВ, WebOS",50UP77006LB.ADGG,LG,Телевизоры и плазменные панели,50UP77006LB.ADGG,1790063
https://www.lg.com/uk/tvs/lg-50up81006la,"50"" Телевизор LG 50UP81006LA.ADGG, 4K Ultra HD, синяя сажа, СМАРТ ТВ, WebOS",50UP81006LA.ADGG,LG,Телевизоры и плазменные панели,50UP81006LA.ADGG,1790065
https://www.lg.com/ru/televisions/lg-55nano766pa,"55"" Телевизор LG 55NANO766PA.ADGG, NanoCell, 4K Ultra HD, синяя сажа, СМАРТ ТВ, WebOS",55NANO766PA.ADGG,LG,Телевизоры и плазменные панели,55NANO766PA.ADGG,1790066
https://www.lg.com/uk/tvs/lg-50nano806pa,"55"" Телевизор LG 55NANO806PA.ADGG, NanoCell, 4K Ultra HD, черный, СМАРТ ТВ, WebOS",55NANO806PA.ADGG,LG,Телевизоры и плазменные панели,55NANO806PA.ADGG,1790068
https://www.lg.com/ru/televisions/lg-55nano866pa,"55"" Телевизор LG 55NANO866PA.ADGG, NanoCell, 4K Ultra HD, темно-серый, СМАРТ ТВ, WebOS",55NANO866PA.ADGG,LG,Телевизоры и плазменные панели,55NANO866PA.ADGG,1790069
https://www.lg.com/ru/televisions/lg-55up76006lc#,"55"" Телевизор LG 55UP76006LC.ADGG, 4K Ultra HD, черный, СМАРТ ТВ, WebOS",55UP76006LC.ADGG,LG,Телевизоры и плазменные панели,55UP76006LC.ADGG,1790070
https://www.lg.com/ru/televisions/lg-55up77006lb,"55"" Телевизор LG 55UP77006LB.ADGG, 4K Ultra HD, титан, СМАРТ ТВ, WebOS",55UP77006LB.ADGG,LG,Телевизоры и плазменные панели,55UP77006LB.ADGG,1790071
https://www.lg.com/ru/televisions/lg-55up81006la#none,"55"" Телевизор LG 55UP81006LA.ADGG, 4K Ultra HD, синяя сажа, СМАРТ ТВ, WebOS",55UP81006LA.ADGG,LG,Телевизоры и плазменные панели,55UP81006LA.ADGG,1790074
https://www.lg.com/ru/televisions/lg-65nano766pa,"65"" Телевизор LG 65NANO766PA.ADKG, NanoCell, 4K Ultra HD, синяя сажа, СМАРТ ТВ, WebOS",65NANO766PA.ADKG,LG,Телевизоры и плазменные панели,65NANO766PA.ADKG,1790079
https://www.lg.com/uk/tvs/lg-65nano806pa#,"65"" Телевизор LG 65NANO806PA.ADGG, NanoCell, 4K Ultra HD, черный, СМАРТ ТВ, WebOS",65NANO806PA.ADGG,LG,Телевизоры и плазменные панели,65NANO806PA.ADGG,1790080
https://www.lg.com/ru/televisions/lg-65nano866pa,"65"" Телевизор LG 65NANO866PA.ADGG, NanoCell, 4K Ultra HD, темно-серый, СМАРТ ТВ, WebOS",65NANO866PA.ADGG,LG,Телевизоры и плазменные панели,65NANO866PA.ADGG,1790104
https://www.lg.com/ru/televisions/lg-75nano966pa,"65"" Телевизор LG 65NANO966PA.ADGG, NanoCell, 8K Ultra HD, титан, СМАРТ ТВ, WebOS",65NANO966PA.ADGG,LG,Телевизоры и плазменные панели,65NANO966PA.ADGG,1790105
https://www.lg.com/ru/televisions/lg-65up77006lb,"65"" Телевизор LG 65UP77006LB.ADGG, 4K Ultra HD, титан, СМАРТ ТВ, WebOS",65UP77006LB.ADGG,LG,Телевизоры и плазменные панели,65UP77006LB.ADGG,1790118
https://www.lg.com/uk/tvs/lg-65up81006la,"65"" Телевизор LG 65UP81006LA.ADGG, 4K Ultra HD, синяя сажа, СМАРТ ТВ, WebOS",65UP81006LA.ADGG,LG,Телевизоры и плазменные панели,65UP81006LA.ADGG,1790119
https://www.lg.com/ru/televisions/lg-75nano766pa#none,"75"" Телевизор LG 75NANO766PA.ADGG, NanoCell, 4K Ultra HD, синяя сажа, СМАРТ ТВ, WebOS",75NANO766PA.ADGG,LG,Телевизоры и плазменные панели,75NANO766PA.ADGG,1790277
https://www.lg.com/ru/televisions/lg-75nano966pa,"75"" Телевизор LG 75NANO966PA.ADGG, NanoCell, 8K Ultra HD, титан, СМАРТ ТВ, WebOS",75NANO966PA.ADGG,LG,Телевизоры и плазменные панели,75NANO966PA.ADGG,1790280
https://www.lg.com/uk/tvs/lg-75up81006la,"75"" Телевизор LG 75UP81006LA.ADGG, 4K Ultra HD, синяя сажа, СМАРТ ТВ, WebOS",75UP81006LA.ADGG,LG,Телевизоры и плазменные панели,75UP81006LA.ADGG,1790283
https://www.lg.com/ru/televisions/lg-oled55a1rla#,"55"" Телевизор LG OLED55A1RLA.ADGG, OLED, 4K Ultra HD, темно-серый, СМАРТ ТВ, WebOS",OLED55A1RLA.ADGG,LG,Телевизоры и плазменные панели,OLED55A1RLA.ADGG,1790287
https://www.lg.com/ru/televisions/lg-oled55c1rla,"55"" Телевизор LG OLED55C1RLA.ADGG, OLED, 4K Ultra HD, темно-серый, СМАРТ ТВ, WebOS",OLED55C1RLA.ADGG,LG,Телевизоры и плазменные панели,OLED55C1RLA.ADGG,1790289
https://www.lg.com/ru/televisions/lg-oled65c1rla#,"65"" Телевизор LG OLED65C1RLA.ADGG, OLED, 4K Ultra HD, темно-серый, СМАРТ ТВ, WebOS",OLED65C1RLA.ADGG,LG,Телевизоры и плазменные панели,OLED65C1RLA.ADGG,1790290
https://www.lg.com/ru/televisions/lg-oled65g1rla,"65"" Телевизор LG OLED65G1RLA.ADGG, OLED, 4K Ultra HD, серебристый, СМАРТ ТВ, WebOS",OLED65G1RLA.ADGG,LG,Телевизоры и плазменные панели,OLED65G1RLA.ADGG,1790292
https://www.lg.com/ru/televisions/lg-oled77c1rla#,"78"" Телевизор LG OLED77C1RLA.ADGG, OLED, 4K Ultra HD, темно-серый, СМАРТ ТВ, WebOS",OLED77C1RLA.ADGG,LG,Телевизоры и плазменные панели,OLED77C1RLA.ADGG,1790293
https://www.lg.com/ru/televisions/lg-55uq81009lc,"55"" Телевизор LG 55UQ81009LC.ADKB, 4K Ultra HD, темная медь, СМАРТ ТВ, WebOS",55UQ81009LC.ADKB,LG,Телевизоры и плазменные панели,55UQ81009LC.ADKB,1793177
https://grundig.ru/product/1439/40ggf6900b?lang=product,"40"" Телевизор GRUNDIG 40GGF6900B, FULL HD, черный, СМАРТ ТВ, Android",DRG000,GRUNDIG,Телевизоры и плазменные панели,40GGF6900B,1793579
https://grundig.ru/product/1440/43ggf6900b?lang=product,"43"" Телевизор GRUNDIG 43GGF6900B, FULL HD, черный, СМАРТ ТВ, Android",DRH000,GRUNDIG,Телевизоры и плазменные панели,43GGF6900B,1793580
https://grundig.ru/product/1442/50gfu7800b?lang=product,"50"" Телевизор GRUNDIG 50GFU7800B, 4K Ultra HD, черный, СМАРТ ТВ, Android",UTU000,GRUNDIG,Телевизоры и плазменные панели,50GFU7800B,1793582
https://grundig.ru/product/1443/55gfu7800b?lang=product,"55"" Телевизор GRUNDIG 55GFU7800B, 4K Ultra HD, черный, СМАРТ ТВ, Android",UZY000,GRUNDIG,Телевизоры и плазменные панели,55GFU7800B,1793583
https://grundig.ru/product/1444/50ggu7900b?lang=product,"50"" Телевизор GRUNDIG 50GGU7900B, 4K Ultra HD, черный, СМАРТ ТВ, Android",DHF000,GRUNDIG,Телевизоры и плазменные панели,50GGU7900B,1793584
https://grundig.ru/product/1445/55ggu7900b?lang=product,"55"" Телевизор GRUNDIG 55GGU7900B, 4K Ultra HD, черный, СМАРТ ТВ, Android",DHH000,GRUNDIG,Телевизоры и плазменные панели,55GGU7900B,1793585
https://grundig.ru/product/1453/55ggu8960?lang=product,"55"" Телевизор GRUNDIG 55GGU8960, 4K Ultra HD, черный, СМАРТ ТВ, Android",DCU000,GRUNDIG,Телевизоры и плазменные панели,55GGU8960,1793587
https://grundig.ru/product/1454/65ggu8960?lang=product,"65"" Телевизор GRUNDIG 65GGU8960, 4K Ultra HD, черный, СМАРТ ТВ, Android",DCV000,GRUNDIG,Телевизоры и плазменные панели,65GGU8960,1793588
https://ru.hisense.com/tvs/HisenseU7HQ55/,"55"" Телевизор Hisense 55U7HQ, QLED, 4K Ultra HD, черный, СМАРТ ТВ, VIDAA",55U7HQ,HISENSE,Телевизоры и плазменные панели,55U7HQ,1795679
https://ru.hisense.com/tvs/HisenseA85H55/,"55"" Телевизор Hisense 55A85H, OLED, 4K Ultra HD, черный, СМАРТ ТВ, VIDAA",55A85H,HISENSE,Телевизоры и плазменные панели,55A85H,1795685
https://www.samsung.com/ru/tvs/qled-tv/q60a-65-inch-qled-4k-smart-tv-qe65q60aauxru/,"65"" Телевизор Samsung QE65Q60AAUXCE, QLED, 4K Ultra HD, черный, СМАРТ ТВ, Tizen OS",QE65Q60AAUXCE,SAMSUNG,Телевизоры и плазменные панели,QE65Q60AAUXCE,1795927
https://telefunken-electronics.ru/product/led-tv/led_23_6/index.php?ELEMENT_ID=23812,"23.6"" Телевизор Telefunken TF-LED24S18T2, HD, черный",TF-LED24S18T2(ЧЕРНЫЙ)\H,TELEFUNKEN,Телевизоры и плазменные панели,TF-LED24S18T2,1796582
https://telefunken-electronics.ru/product/search.php?ELEMENT_ID=27948&sphrase_id=295069,"40"" Телевизор Telefunken TF-LED40S85T2S, FULL HD, черный, СМАРТ ТВ, Android",TF-LED40S85T2S(ЧЕРНЫЙ)\Y,TELEFUNKEN,Телевизоры и плазменные панели,TF-LED40S85T2S,1796593
http://www.bbk.ru/production/tv_video/led_tv/55lex-8287_uts2c/,"55"" Телевизор BBK 55LEX-8287/UTS2C, 4K Ultra HD, черный, СМАРТ ТВ, YaOS",55LEX-8287/UTS2C (B),BBK,Телевизоры и плазменные панели,55LEX-8287/UTS2C,1800126
https://ru.hisense.com/tvs/HisenseU7HQ65/,"65"" Телевизор Hisense 65U7HQ, QLED, 4K Ultra HD, черный, СМАРТ ТВ, VIDAA",65U7HQ,HISENSE,Телевизоры и плазменные панели,65U7HQ,1800543
https://tvthomson.ru/product/t24rte1280/,"24"" Телевизор Thomson T24RTE1280, HD, черный",T24RTE1280,THOMSON,Телевизоры и плазменные панели,T24RTE1280,1825115
http://www.bbk.ru/production/tv_video/led_tv/43lex-7243_fts2c/,"43"" Телевизор BBK 43LEX-7243/FTS2C, FULL HD, черный, СМАРТ ТВ, YaOS",43LEX-7243/FTS2C (B),BBK,Телевизоры и плазменные панели,43LEX-7243/FTS2C,1826998
http://www.bbk.ru/production/tv_video/led_tv/32lem-1072_ts2c/,"32"" Телевизор BBK 32LEM-1072/TS2C, HD, черный",32LEM-1072/TS2C (B),BBK,Телевизоры и плазменные панели,32LEM-1072/TS2C,1827075
https://www.tcl.com/ru/ru/tvs/s525,"32"" Телевизор TCL 32S525, HD, черный, СМАРТ ТВ, Android",32S525,TCL,Телевизоры и плазменные панели,32S525,1827479
https://yandex.ru/search/?text=STV-LC32ST0155Wsb&lr=213,"32"" Телевизор Supra STV-LC32ST0155Wsb, HD, черный, СМАРТ ТВ, Салют ТВ",STV-LC32ST0155WSB,SUPRA,Телевизоры и плазменные панели,STV-LC32ST0155Wsb,1828998
https://ru.hisense.com/tvs/HisenseA85H65/,"65"" Телевизор Hisense 65A85H, OLED, 4K Ultra HD, черный, СМАРТ ТВ, VIDAA",65A85H,HISENSE,Телевизоры и плазменные панели,65A85H,1829688
https://www.lg.com/ru/televisions/lg-43nano769qa,"43"" Телевизор LG 43NANO769QA.ARU, NanoCell, 4K Ultra HD, синяя сажа, СМАРТ ТВ, WebOS",43NANO769QA.ARU,LG,Телевизоры и плазменные панели,43NANO769QA.ARU,1831736
https://www.samsung.com/ru/tvs/qled-tv/q60ab-55-inch-qled-4k-smart-tv-qe55q60abuxru/,"55"" Телевизор Samsung QE55Q60ABUXCE, QLED, 4K Ultra HD, черный, СМАРТ ТВ, Tizen OS",QE55Q60ABUXCE,SAMSUNG,Телевизоры и плазменные панели,QE55Q60ABUXCE,1833505
https://www.lg.com/ru/televisions/lg-43uq76003ld,"43"" Телевизор LG 43UQ76003LD.ADKG, 4K Ultra HD, темный металлик, СМАРТ ТВ, WebOS",43UQ76003LD.ADKG,LG,Телевизоры и плазменные панели,43UQ76003LD.ADKG,1833508
https://www.lg.com/ru/televisions/lg-43uq80006lb,"43"" Телевизор LG 43UQ80006LB.ADKG, 4K Ultra HD, металлический серый, СМАРТ ТВ, WebOS",43UQ80006LB.ADKG,LG,Телевизоры и плазменные панели,43UQ80006LB.ADKG,1833513
https://www.lg.com/ru/televisions/lg-50uq80006lb,"50"" Телевизор LG 50UQ80006LB.ADKG, 4K Ultra HD, металлический серый, СМАРТ ТВ, WebOS",50UQ80006LB.ADKG,LG,Телевизоры и плазменные панели,50UQ80006LB.ADKG,1833518
https://www.lg.com/ru/televisions/lg-65uq81009lc,"65"" Телевизор LG 65UQ81009LC.ADKG, 4K Ultra HD, темная медь, СМАРТ ТВ, WebOS",65UQ81009LC.ADKG,LG,Телевизоры и плазменные панели,65UQ81009LC.ADKG,1833522
https://www.lg.com/ru/televisions/lg-oled42c2rlb,"42"" Телевизор LG OLED42C2RLB.ADKG, OLED evo, 4K Ultra HD, холодный беж, СМАРТ ТВ, WebOS",OLED42C2RLB.ADKG,LG,Телевизоры и плазменные панели,OLED42C2RLB.ADKG,1833540
https://www.lg.com/ru/televisions/lg-oled55c2rla,"55"" Телевизор LG OLED55C2RLA.ADKG, OLED, 4K Ultra HD, темный титан, СМАРТ ТВ, WebOS",OLED55C2RLA.ADKG,LG,Телевизоры и плазменные панели,OLED55C2RLA.ADKG,1833545
https://www.lg.com/ru/televisions/lg-oled65a2rla,"65"" Телевизор LG OLED65A2RLA.ADKG, OLED, 4K Ultra HD, черный графит, СМАРТ ТВ, WebOS",OLED65A2RLA.ADKG,LG,Телевизоры и плазменные панели,OLED65A2RLA.ADKG,1833550
https://www.lg.com/ru/televisions/lg-65uq76003ld,"65"" Телевизор LG 65UQ76003LD.ADKG, 4K Ultra HD, металлический серый, СМАРТ ТВ, WebOS",65UQ76003LD.ADKG,LG,Телевизоры и плазменные панели,65UQ76003LD.ADKG,1833651
https://www.lg.com/ru/televisions/lg-65qned876qb,"65"" Телевизор LG 65QNED876QB.ADKG, NanoCell, 4K Ultra HD, ледяное серебро, СМАРТ ТВ, WebOS",65QNED876QB.ADKG,LG,Телевизоры и плазменные панели,65QNED876QB.ADKG,1833653
https://www.lg.com/ru/televisions/lg-75uq81009lc,"75"" Телевизор LG 75UQ81009LC.ADKG, 4K Ultra HD, темная медь, СМАРТ ТВ, WebOS",75UQ81009LC.ADKG,LG,Телевизоры и плазменные панели,75UQ81009LC.ADKG,1833654
https://www.lg.com/ru/televisions/lg-75uq91009ld,"75"" Телевизор LG 75UQ91009LD.ADKG, 4K Ultra HD, титановый серый, СМАРТ ТВ, WebOS",75UQ91009LD.ADKG,LG,Телевизоры и плазменные панели,75UQ91009LD.ADKG,1833655
https://www.lg.com/ru/televisions/lg-75qned876qb,"75"" Телевизор LG 75QNED876QB.ADKG, NanoCell, 4K Ultra HD, ледяное серебро, СМАРТ ТВ, WebOS",75QNED876QB.ADKG,LG,Телевизоры и плазменные панели,75QNED876QB.ADKG,1833657
https://www.lg.com/ru/televisions/lg-86qned816qa,"86"" Телевизор LG 86QNED816QA.ADKG, NanoCell, 4K Ultra HD, титановый метеорит, СМАРТ ТВ, WebOS",86QNED816QA.ADKG,LG,Телевизоры и плазменные панели,86QNED816QA.ADKG,1833659
https://www.lg.com/ru/televisions/lg-oled55a2rla,"55"" Телевизор LG OLED55A2RLA.ADKG, OLED, 4K Ultra HD, черный графит, СМАРТ ТВ, WebOS",OLED55A2RLA.ADKG,LG,Телевизоры и плазменные панели,OLED55A2RLA.ADKG,1833660
https://www.lg.com/ru/televisions/lg-oled77g2rla,"77"" Телевизор LG OLED77G2RLA.ADKG, OLED, 4K Ultra HD, атласное серебро, СМАРТ ТВ, WebOS",OLED77G2RLA.ADKG,LG,Телевизоры и плазменные панели,OLED77G2RLA.ADKG,1833662
https://www.samsung.com/ru/tvs/full-hd-tv/t5300-32-inch-full-hd-smart-tv-ue32t5300auxru/,"32"" Телевизор Samsung UE32T5300AUXRU, FULL HD, черный, СМАРТ ТВ, Tizen OS",UE32T5300AUXRU,SAMSUNG,Телевизоры и плазменные панели,UE32T5300AUXRU,1833854
https://www.samsung.com/ru/tvs/uhd-4k-tv/au7002-43-inch-uhd-4k-smart-tv-ue43au7002uxru/,"43"" Телевизор Samsung UE43AU7002UXRU, Crystal UHD, 4K Ultra HD, черный, СМАРТ ТВ, Tizen OS",UE43AU7002UXRU,SAMSUNG,Телевизоры и плазменные панели,UE43AU7002UXRU,1833858
https://www.samsung.com/ru/tvs/uhd-4k-tv/au7002-50-inch-uhd-4k-smart-tv-ue50au7002uxru/,"50"" Телевизор Samsung UE50AU7002UXRU, Crystal UHD, 4K Ultra HD, черный, СМАРТ ТВ, Tizen OS",UE50AU7002UXRU,SAMSUNG,Телевизоры и плазменные панели,UE50AU7002UXRU,1833864
https://www.samsung.com/ru/tvs/uhd-4k-tv/au7000-uhd-4k-smart-tv-2021-50-inch-ue50au7100uxru/,"50"" Телевизор Samsung UE50AU7100UXRU, 4K Ultra HD, титан, СМАРТ ТВ, Tizen OS",UE50AU7100UXRU,SAMSUNG,Телевизоры и плазменные панели,UE50AU7100UXRU,1833866
ps://www.samsung.com/ru/tvs/uhd-4k-tv/au8000-crystal-uhd-4k-smart-tv-2021-50-inch-ue50au8000uxru/,"50"" Телевизор Samsung UE50AU8000UXRU, Crystal UHD, 4K Ultra HD, черный, СМАРТ ТВ, Tizen OS",UE50AU8000UXRU,SAMSUNG,Телевизоры и плазменные панели,UE50AU8000UXRU,1833869
https://www.samsung.com/ru/tvs/uhd-4k-tv/au9010-crystal-uhd-4k-smart-tv-2021-50-inch-ue50au9010uxru/,"50"" Телевизор Samsung UE50AU9010UXRU, Crystal UHD, 4K Ultra HD, белый, СМАРТ ТВ, Tizen OS",UE50AU9010UXRU,SAMSUNG,Телевизоры и плазменные панели,UE50AU9010UXRU,1833870
"https://www.samsung.com/ru/tvs/qled-tv/qn90a-43-inch-neo-qled-4k-smart-tv-qe43qn90aauxru/_x000D_
","43"" Телевизор Samsung QE43QN90AAUXRU, Neo QLED, 4K Ultra HD, черный, СМАРТ ТВ, Tizen OS",QE43QN90AAUXRU,SAMSUNG,Телевизоры и плазменные панели,QE43QN90AAUXRU,1833872
https://www.samsung.com/ru/tvs/qled-tv/qn90a-65-inch-neo-qled-4k-smart-tv-qe65qn90aauxru/,"65"" Телевизор Samsung QE65QN90AAUXRU, Neo QLED, 4K Ultra HD, черный, СМАРТ ТВ, Tizen OS",QE65QN90AAUXRU,SAMSUNG,Телевизоры и плазменные панели,QE65QN90AAUXRU,1833881
"https://www.samsung.com/ru/tvs/qled-tv/qn700a-75-inch-neo-qled-8k-smart-tv-qe75qn700auxru/_x000D_
","75"" Телевизор Samsung QE75QN700AUXRU, QLED, 8K Ultra HD, черный, СМАРТ ТВ, Tizen OS",QE75QN700AUXRU,SAMSUNG,Телевизоры и плазменные панели,QE75QN700AUXRU,1833887
https://www.samsung.com/ru/tvs/qled-tv/q80a-50-inch-qled-4k-smart-tv-qe50q80aauxru/,"50"" Телевизор Samsung QE50Q80AAUXRU, QLED, 4K Ultra HD, черненое серебро, СМАРТ ТВ, Tizen OS",QE50Q80AAUXRU,SAMSUNG,Телевизоры и плазменные панели,QE50Q80AAUXRU,1833961
https://www.samsung.com/ru/tvs/qled-tv/q60ab-50-inch-qled-4k-smart-tv-qe50q60abuxru/,"50"" Телевизор Samsung QE50Q60ABUXRU, QLED, 4K Ultra HD, черный, СМАРТ ТВ, Tizen OS",QE50Q60ABUXRU,SAMSUNG,Телевизоры и плазменные панели,QE50Q60ABUXRU,1833963
https://www.samsung.com/ru/tvs/full-hd-tv/t5200-43-inch-full-hd-smart-tv-ue43t5202auxru/,"43"" Телевизор Samsung UE43T5202AUXRU, FULL HD, черный, СМАРТ ТВ, Tizen OS",UE43T5202AUXRU,SAMSUNG,Телевизоры и плазменные панели,UE43T5202AUXRU,1834043
https://www.samsung.com/ru/tvs/uhd-4k-tv/au7000-uhd-4k-smart-tv-2021-43-inch-ue43au7100uxru/,"43"" Телевизор Samsung UE43AU7100UXRU, 4K Ultra HD, титан, СМАРТ ТВ, Tizen OS",UE43AU7100UXRU,SAMSUNG,Телевизоры и плазменные панели,UE43AU7100UXRU,1834047
https://www.samsung.com/ru/tvs/uhd-4k-tv/au7000-uhd-4k-smart-tv-2021-43-inch-ue43au7500uxru/,"43"" Телевизор Samsung UE43AU7500UXRU, 4K Ultra HD, черный, СМАРТ ТВ, Tizen OS",UE43AU7500UXRU,SAMSUNG,Телевизоры и плазменные панели,UE43AU7500UXRU,1834049
https://www.samsung.com/ru/tvs/uhd-4k-tv/au7000-uhd-4k-smart-tv-2021-50-inch-ue50au7500uxru/,"50"" Телевизор Samsung UE50AU7500UXRU, 4K Ultra HD, черный, СМАРТ ТВ, Tizen OS",UE50AU7500UXRU,SAMSUNG,Телевизоры и плазменные панели,UE50AU7500UXRU,1834053
https://www.lg.com/ru/televisions/lg-43uq76003ld,"43"" Телевизор LG 43UQ76003LD.ADGG, 4K Ultra HD, темный металлик, СМАРТ ТВ, WebOS",43UQ76003LD.ADGG,LG,Телевизоры и плазменные панели,43UQ76003LD.ADGG,1834944
https://www.lg.com/ru/televisions/lg-43uq80006lb,"43"" Телевизор LG 43UQ80006LB.ADGG, 4K Ultra HD, металлический серый, СМАРТ ТВ, WebOS",43UQ80006LB.ADGG,LG,Телевизоры и плазменные панели,43UQ80006LB.ADGG,1834950
https://www.lg.com/ru/televisions/lg-43uq81009lc#,"43"" Телевизор LG 43UQ81009LC.ADGG, 4K Ultra HD, темная медь, СМАРТ ТВ, WebOS",43UQ81009LC.ADGG,LG,Телевизоры и плазменные панели,43UQ81009LC.ADGG,1834951
https://www.lg.com/ru/televisions/lg-50nano769qa,"50"" Телевизор LG 50NANO769QA.ADGG, NanoCell, 4K Ultra HD, синяя сажа, СМАРТ ТВ, WebOS",50NANO769QA.ADGG,LG,Телевизоры и плазменные панели,50NANO769QA.ADGG,1834957
https://www.lg.com/ru/televisions/lg-50nano806qa,"50"" Телевизор LG 50NANO806QA.ADGG, NanoCell, 4K Ultra HD, синяя сажа, СМАРТ ТВ, WebOS",50NANO806QA.ADGG,LG,Телевизоры и плазменные панели,50NANO806QA.ADGG,1834958
https://www.lg.com/ru/televisions/lg-55nano769qa,"55"" Телевизор LG 55NANO769QA.ADGG, NanoCell, 4K Ultra HD, синяя сажа, СМАРТ ТВ, WebOS",55NANO769QA.ADGG,LG,Телевизоры и плазменные панели,55NANO769QA.ADGG,1834967
https://www.lg.com/ru/televisions/lg-55nano806qa,"55"" Телевизор LG 55NANO806QA.ADGG, NanoCell, 4K Ultra HD, синяя сажа, СМАРТ ТВ, WebOS",55NANO806QA.ADGG,LG,Телевизоры и плазменные панели,55NANO806QA.ADGG,1834968
https://www.lg.com/ru/televisions/lg-55qned816qa,"55"" Телевизор LG 55QNED816QA.ADGG, NanoCell, 4K Ultra HD, титановый метеорит, СМАРТ ТВ, WebOS",55QNED816QA.ADGG,LG,Телевизоры и плазменные панели,55QNED816QA.ADGG,1834970
https://www.lg.com/ru/televisions/lg-55uq80006lb,"55"" Телевизор LG 55UQ80006LB.ADGG, 4K Ultra HD, металлический серый, СМАРТ ТВ, WebOS",55UQ80006LB.ADGG,LG,Телевизоры и плазменные панели,55UQ80006LB.ADGG,1834977
https://www.lg.com/ru/televisions/lg-55uq81009lc,"55"" Телевизор LG 55UQ81009LC.ADGG, 4K Ultra HD, темная медь, СМАРТ ТВ, WebOS",55UQ81009LC.ADGG,LG,Телевизоры и плазменные панели,55UQ81009LC.ADGG,1834979
https://www.lg.com/ru/televisions/lg-65nano769qa,"65"" Телевизор LG 65NANO769QA.ADKG, NanoCell, 4K Ultra HD, синяя сажа, СМАРТ ТВ, WebOS",65NANO769QA.ADKG,LG,Телевизоры и плазменные панели,65NANO769QA.ADKG,1834984
https://www.lg.com/ru/televisions/lg-65nano806qa,"65"" Телевизор LG 65NANO806QA.ADGG, NanoCell, 4K Ultra HD, синяя сажа, СМАРТ ТВ, WebOS",65NANO806QA.ADGG,LG,Телевизоры и плазменные панели,65NANO806QA.ADGG,1834986
https://www.lg.com/ru/televisions/lg-65qned816qa,"65"" Телевизор LG 65QNED816QA.ADGG, NanoCell, 4K Ultra HD, титановый метеорит, СМАРТ ТВ, WebOS",65QNED816QA.ADGG,LG,Телевизоры и плазменные панели,65QNED816QA.ADGG,1834991
